dane000.txt ,    32 , 0.000005 , 1 , 52 , 4 , 3
dane001.txt ,  1286 , 0.000165 , 1 , 10792 , 20 , 5
dane002.txt ,  1365 , 0.000229 , 1 , 10792 , 20 , 5
dane003.txt ,  1159 , 0.000244 , 1 , 10792 , 20 , 5
dane004.txt ,  1325 , 0.000248 , 1 , 10792 , 20 , 5
dane005.txt ,  1305 , 0.000207 , 1 , 10792 , 20 , 5
dane006.txt ,  1228 , 0.000201 , 1 , 10792 , 20 , 5
dane007.txt ,  1278 , 0.000210 , 1 , 10792 , 20 , 5
dane008.txt ,  1223 , 0.000208 , 1 , 10792 , 20 , 5
dane009.txt ,  1291 , 0.000219 , 1 , 10792 , 20 , 5
dane010.txt ,  1151 , 0.000246 , 1 , 10792 , 20 , 5
dane011.txt ,  1680 , 0.000409 , 1 , 24282 , 20 , 10
dane012.txt ,  1729 , 0.000405 , 1 , 24282 , 20 , 10
dane013.txt ,  1557 , 0.000430 , 1 , 24282 , 20 , 10
dane014.txt ,  1439 , 0.000445 , 1 , 24282 , 20 , 10
dane015.txt ,  1502 , 0.000427 , 1 , 24282 , 20 , 10
dane016.txt ,  1453 , 0.000503 , 1 , 24282 , 20 , 10
dane017.txt ,  1562 , 0.000477 , 1 , 24282 , 20 , 10
dane018.txt ,  1609 , 0.000434 , 1 , 24282 , 20 , 10
dane019.txt ,  1647 , 0.000415 , 1 , 24282 , 20 , 10
dane020.txt ,  1653 , 0.000409 , 1 , 24282 , 20 , 10
dane021.txt ,  2410 , 0.000818 , 1 , 51262 , 20 , 20
dane022.txt ,  2150 , 0.000882 , 1 , 51262 , 20 , 20
dane023.txt ,  2411 , 0.000875 , 1 , 51262 , 20 , 20
dane024.txt ,  2262 , 0.000850 , 1 , 51262 , 20 , 20
dane025.txt ,  2397 , 0.000891 , 1 , 51262 , 20 , 20
dane026.txt ,  2349 , 0.000842 , 1 , 51262 , 20 , 20
dane027.txt ,  2362 , 0.000810 , 1 , 51262 , 20 , 20
dane028.txt ,  2249 , 0.000810 , 1 , 51262 , 20 , 20
dane029.txt ,  2320 , 0.000811 , 1 , 51262 , 20 , 20
dane030.txt ,  2277 , 0.000788 , 1 , 51262 , 20 , 20
dane031.txt ,  2733 , 0.002479 , 1 , 166992 , 50 , 5
dane032.txt ,  2843 , 0.002753 , 1 , 166992 , 50 , 5
dane033.txt ,  2640 , 0.002749 , 1 , 166992 , 50 , 5
dane034.txt ,  2782 , 0.002778 , 1 , 166992 , 50 , 5
dane035.txt ,  2868 , 0.002759 , 1 , 166992 , 50 , 5
dane036.txt ,  2850 , 0.002604 , 1 , 166992 , 50 , 5
dane037.txt ,  2758 , 0.002572 , 1 , 166992 , 50 , 5
dane038.txt ,  2721 , 0.002692 , 1 , 166992 , 50 , 5
dane039.txt ,  2576 , 0.002509 , 1 , 166992 , 50 , 5
dane040.txt ,  2790 , 0.002444 , 1 , 166992 , 50 , 5
dane041.txt ,  3135 , 0.005877 , 1 , 375732 , 50 , 10
dane042.txt ,  3032 , 0.005905 , 1 , 375732 , 50 , 10
dane043.txt ,  2986 , 0.005882 , 1 , 375732 , 50 , 10
dane044.txt ,  3198 , 0.005028 , 1 , 375732 , 50 , 10
