dane000.txt ,    32 , 0.000005 , 1 , 42 , 4 , 3
dane001.txt ,  1286 , 0.000078 , 1 , 2356 , 20 , 5
dane002.txt ,  1365 , 0.000085 , 1 , 2356 , 20 , 5
dane003.txt ,  1159 , 0.000088 , 1 , 2356 , 20 , 5
dane004.txt ,  1325 , 0.000088 , 1 , 2356 , 20 , 5
dane005.txt ,  1305 , 0.000076 , 1 , 2356 , 20 , 5
dane006.txt ,  1228 , 0.000081 , 1 , 2356 , 20 , 5
dane007.txt ,  1278 , 0.000086 , 1 , 2356 , 20 , 5
dane008.txt ,  1223 , 0.000084 , 1 , 2356 , 20 , 5
dane009.txt ,  1291 , 0.000090 , 1 , 2356 , 20 , 5
dane010.txt ,  1151 , 0.000091 , 1 , 2356 , 20 , 5
dane011.txt ,  1680 , 0.000132 , 1 , 5301 , 20 , 10
dane012.txt ,  1729 , 0.000151 , 1 , 5301 , 20 , 10
dane013.txt ,  1557 , 0.000153 , 1 , 5301 , 20 , 10
dane014.txt ,  1439 , 0.000137 , 1 , 5301 , 20 , 10
dane015.txt ,  1502 , 0.000144 , 1 , 5301 , 20 , 10
dane016.txt ,  1453 , 0.000148 , 1 , 5301 , 20 , 10
dane017.txt ,  1562 , 0.000126 , 1 , 5301 , 20 , 10
dane018.txt ,  1609 , 0.000131 , 1 , 5301 , 20 , 10
dane019.txt ,  1647 , 0.000134 , 1 , 5301 , 20 , 10
dane020.txt ,  1653 , 0.000139 , 1 , 5301 , 20 , 10
dane021.txt ,  2410 , 0.000221 , 1 , 11191 , 20 , 20
dane022.txt ,  2150 , 0.000221 , 1 , 11191 , 20 , 20
dane023.txt ,  2411 , 0.000228 , 1 , 11191 , 20 , 20
dane024.txt ,  2262 , 0.000211 , 1 , 11191 , 20 , 20
dane025.txt ,  2397 , 0.000218 , 1 , 11191 , 20 , 20
dane026.txt ,  2349 , 0.000215 , 1 , 11191 , 20 , 20
dane027.txt ,  2362 , 0.000259 , 1 , 11191 , 20 , 20
dane028.txt ,  2249 , 0.000272 , 1 , 11191 , 20 , 20
dane029.txt ,  2320 , 0.000284 , 1 , 11191 , 20 , 20
dane030.txt ,  2277 , 0.000259 , 1 , 11191 , 20 , 20
dane031.txt ,  2733 , 0.000372 , 1 , 14896 , 50 , 5
dane032.txt ,  2843 , 0.000389 , 1 , 14896 , 50 , 5
dane033.txt ,  2640 , 0.000378 , 1 , 14896 , 50 , 5
dane034.txt ,  2782 , 0.000383 , 1 , 14896 , 50 , 5
dane035.txt ,  2868 , 0.000363 , 1 , 14896 , 50 , 5
